ME3_Texture_Hash,ME3_Texture_Name
9024AFDF,Underwater_Beam_Grad
AA5C5F37,LightMapVector_Colour_0
BA115402,LightMapVector_Dir_0
8D42C095,DirectionalMaxComponent0
ABDB873A,LightMapVector_Colour_0
CC59E87A,LightMapVector_Dir_0
02B4639A,NormalizedAverageColor0
6EFFED2B,ShadowMapTexture2D
D9FC57E8,LightMapVector_Colour_0
D9F10734,LightMapVector_Dir_0
9F4BDB37,LightMapVector_Colour_0
D0827069,LightMapVector_Dir_0
7C941C29,Detail_Norm01
CE875C3A,Salarian_Door01_Diff
C7C69572,Salarian_Door01_Norm
B0DD1328,DirectionalMaxComponent0
E17D1EC8,LightMapVector_Colour_0
6B67ACBE,LightMapVector_Dir_0
98130497,NormalizedAverageColor0
F5C3CC68,ShadowMapTexture2D
260BC40F,ShadowMapTexture2D
11CDFBA0,MCH_LGT_Base_Small
71C737BF,fx_AlphaGrad_05_fire_side
AD4ACDD6,LightMapVector_Colour_0
1A3621D6,LightMapVector_Dir_0
9CB84D05,ShadowMapTexture2D
EA23E0FB,ShadowMapTexture2D
5091ADE0,LightMapVector_Colour_0
422B60B8,LightMapVector_Dir_0
3B4A54FD,ShadowMapTexture2D
42BDEE96,LightMapVector_Colour_0
B5FFBAB5,LightMapVector_Dir_0
0D56862A,DirectionalMaxComponent0
75CC9601,LightMapVector_Colour_0
6327C6CD,LightMapVector_Dir_0
B6D86FCB,NormalizedAverageColor0
250BD858,ShadowMapTexture2D
77B60EC0,DirectionalMaxComponent0
48ECABE2,LightMapVector_Colour_0
C8626A8B,LightMapVector_Dir_0
2C802039,NormalizedAverageColor0
86CD55BD,ShadowMapTexture2D
F6EBF7F5,ShadowMapTexture2D
10F0EE5D,CrateNor01_Diff_B
66D12190,DirectionalMaxComponent0
524FD1C5,LightMapVector_Colour_0
7B509A55,LightMapVector_Dir_0
F8FE9092,NormalizedAverageColor0
2BFFD176,ShadowMapTexture2D
D6FCB643,DirectionalMaxComponent0
51D8478A,LightMapVector_Colour_0
675B09F6,LightMapVector_Dir_0
D70F5A3A,NormalizedAverageColor0
640674E5,ShadowMapTexture2D
DFDFFC15,ShadowMapTexture2D
C1808A69,CBT_AGS_Spec
85705550,LightMapVector_Colour_0
218DC9B4,LightMapVector_Dir_0
AE939BBD,ShadowMapTexture2D
B8BBAAE4,DirectionalMaxComponent1
85F604F7,DirectionalMaxComponent1
B08375C5,LightMapVector_Colour_0
8AD56D9D,LightMapVector_Dir_0
6F81B3CC,NormalizedAverageColor1
8E9ECB84,NormalizedAverageColor1
FBD24DAD,Cliff_Distant
2038B78F,DirectionalMaxComponent0
2F404042,DirectionalMaxComponent0
3A9D908F,DirectionalMaxComponent0
E5499EC1,LightMapVector_Colour_0
2310EE64,LightMapVector_Dir_0
1BAA05C7,NormalizedAverageColor0
D349F46D,NormalizedAverageColor0
301ABFFA,NormalizedAverageColor0
2667957E,KRO_ARM_CTHb_Diff
66F56260,KRO_ARM_CTHb_Norm
C04D7936,KRO_ARM_CTHb_Spec
7B0C87D4,KRO_ARM_CTHb_SPwr
C99AD1E8,KRO_Head_PROFemale_Diff
DC00A2B2,KRO_HED_PRO_Eye_Diff
131905AB,KRO_HED_PROFemale_Spec
FC9FBE55,WPN_ASLi_Diff
A493AAF7,WPN_ASLi_Norm
4DEC2AA3,WPN_ASLi_Spec
7E3CA06F,WPN_ASLi_Tint
FFE62F3D,WPN_BLSf_Diff
9B67F760,WPN_BLSf_Norm
DB08062D,WPN_BLSf_Spec
4DFA3640,WPN_BLSf_Tint
203B1ADE,spike_B_mask2
744F86A7,DirectionalMaxComponent1
E4DDB9D2,LightMapVector_Colour_0
821F1ABE,LightMapVector_Colour_0
F681AA2C,LightMapVector_Colour_0
D0D2176D,LightMapVector_Colour_0
5E926D10,LightMapVector_Colour_0
7FC2D157,LightMapVector_Colour_0
1D40AA65,LightMapVector_Colour_0
D9EBA26B,LightMapVector_Colour_0
49FC19B7,LightMapVector_Colour_0
E992C83F,LightMapVector_Colour_0
71F271D7,LightMapVector_Colour_0
8A84CCF4,LightMapVector_Colour_0
0385B2D6,LightMapVector_Colour_0
DB6AB239,LightMapVector_Colour_0
FAF446AA,LightMapVector_Colour_0
B89ECF80,LightMapVector_Colour_0
02908B05,LightMapVector_Colour_0
1222CDCD,LightMapVector_Colour_0
95C05C14,LightMapVector_Colour_0
09044EEB,LightMapVector_Colour_0
85C86F33,LightMapVector_Colour_0
B8BCF9F5,LightMapVector_Colour_0
C6B223AD,LightMapVector_Colour_0
3A3510B6,LightMapVector_Colour_0
4675F0CF,LightMapVector_Colour_0
7494EBEF,LightMapVector_Colour_0
1613EB88,LightMapVector_Colour_0
FF883E93,LightMapVector_Colour_0
84021325,LightMapVector_Colour_0
12C8DA5F,LightMapVector_Colour_0
827EE7B1,LightMapVector_Colour_0
4BDEF8A4,LightMapVector_Colour_0
77BCFCD5,LightMapVector_Colour_0
A8FAB33E,LightMapVector_Colour_0
9AC5A845,LightMapVector_Dir_0
73C47647,LightMapVector_Dir_0
EF06AEF6,LightMapVector_Dir_0
2B5FBDE1,LightMapVector_Dir_0
CDA75975,LightMapVector_Dir_0
F9481910,LightMapVector_Dir_0
796D831F,LightMapVector_Dir_0
AAF03FB8,LightMapVector_Dir_0
A3005282,LightMapVector_Dir_0
940131FD,LightMapVector_Dir_0
4737D7DE,LightMapVector_Dir_0
5BD622C0,LightMapVector_Dir_0
30CD2BA6,LightMapVector_Dir_0
F77FEA94,LightMapVector_Dir_0
4F70B1CC,LightMapVector_Dir_0
20C459FC,LightMapVector_Dir_0
01F4AF43,LightMapVector_Dir_0
DD017133,LightMapVector_Dir_0
1677DF00,LightMapVector_Dir_0
29B7E1C7,LightMapVector_Dir_0
7BE84D36,LightMapVector_Dir_0
541E8B55,LightMapVector_Dir_0
E44874B1,LightMapVector_Dir_0
626A61C3,LightMapVector_Dir_0
CE2C7F9F,LightMapVector_Dir_0
1E47E815,LightMapVector_Dir_0
34AEC04B,LightMapVector_Dir_0
48F726E4,LightMapVector_Dir_0
57DFDD19,LightMapVector_Dir_0
E09C19D2,LightMapVector_Dir_0
C3D4D0E3,LightMapVector_Dir_0
B2AA8A85,LightMapVector_Dir_0
F4F23F0B,LightMapVector_Dir_0
BBC0E765,LightMapVector_Dir_0
A3F8CB6E,NormalizedAverageColor1
C5192D80,AncientCity_Door_Diff
5A2E66A6,AncientCity_Door_Mask
3A109D06,AncientCity_Door_Norm
4A13F385,Bronzework_Diff
50ACAA8D,Bronzework_Norm
1E8F448C,Bronzework_Spec
B7F3C53D,KroganPost02_Diff
4F17B7AF,KroganPost02_norm
2717F371,ShroudTower01_Diff
7F282441,ShroudTower01_Norm
08923F1A,ShroudTower02_Diff
49588015,ShroudTower02_Norm
E52C5A15,AncKro_Pil_01_Diff
C0190864,AncKro_Pil_01_Norm
E6B929E9,AncKro_Pil_01_Spec
E0DA2EBE,AncKro_StoneTile_01_Diff
86456ED2,AncKro_StoneTile_01_Norm
3F45EFC7,AncKro_StoneTile_01_Spec
500A6729,AncMath_01_Diff
14469CCB,AncMath_01_Norm
EAC5AE47,Bronzework_Diff
967A9FB0,Bronzework_Norm
D9F59674,Bronzework_Spec
E72CEC7E,ConcFlat_Diff
11B11394,ConcFlat_Norm
B1FC2014,ConcWeathering_02_Diff
C30F4215,ConcWeathering_02_Norm
AC73E11C,FoliageSheet_Diff
7FD09ECA,FoliageSheet_Norm
EC563EA9,KroPaintings_01
15602D96,KroPaintings_02
FAB2CF08,KroPaintings_03
DFD1FD20,KroPaintings_Alpha
0C3DADB3,RubbleDirt_01_Norm
A23CA706,RubbleDirtGrass_02_Diff
96764BBD,RubbleDirtGrass_02_Norm
9A2AB8DB,StoneBrick_01_Diff
CA8B9FE5,StoneBrick_01_Norm
0644B232,StoneFloor_01_Diff
49C8C815,StoneFloor_01_Mask
D3E447A6,StoneFloor_01_Norm
F4F038EA,TreeRoots_01_Diff
319989FB,TreeRoots_01_Norm
B28A4313,VistaBuilding_01_Diff
46EAFB3F,VistaBuilding_01_Norm
E354181A,VistaBuilding_Details_01_Diff
45340531,VistaBuilding_Details_01_Norm
7ACC174A,CubemapFace0
3EE8EB63,Smoke_Tile_Wisp
8490EC27,DirectionalMaxComponent0
9E0CA65B,DirectionalMaxComponent0
1D8E9C6F,DirectionalMaxComponent0
4BA5997B,DirectionalMaxComponent0
25E14C56,DirectionalMaxComponent0
3BDA41E1,DirectionalMaxComponent0
3530B292,DirectionalMaxComponent0
831BEB6F,DirectionalMaxComponent0
135CCB8C,DirectionalMaxComponent0
9A1FBD5B,DirectionalMaxComponent0
17DC8765,DirectionalMaxComponent0
25186653,DirectionalMaxComponent0
A5C9DA99,DirectionalMaxComponent0
3449B612,DirectionalMaxComponent0
1DAD1EAB,DirectionalMaxComponent0
833997D4,DirectionalMaxComponent0
CD419D12,DirectionalMaxComponent0
1BB186EC,DirectionalMaxComponent0
3881B8E0,DirectionalMaxComponent0
9D1B38BE,DirectionalMaxComponent0
A5B0440C,NormalizedAverageColor0
48C12FAF,NormalizedAverageColor0
F5A38647,NormalizedAverageColor0
BCEB3884,NormalizedAverageColor0
278E59FD,NormalizedAverageColor0
26411EB4,NormalizedAverageColor0
8C344903,NormalizedAverageColor0
C06C18E9,NormalizedAverageColor0
5540477E,NormalizedAverageColor0
6315E02F,NormalizedAverageColor0
42582C66,NormalizedAverageColor0
DD0C52CA,NormalizedAverageColor0
148DFDF6,NormalizedAverageColor0
18C171E1,NormalizedAverageColor0
CB2625B3,NormalizedAverageColor0
776ED348,NormalizedAverageColor0
3630C776,NormalizedAverageColor0
33AF029F,NormalizedAverageColor0
71113240,NormalizedAverageColor0
7103A9C4,NormalizedAverageColor0
504D0A06,BulletHolesLarge_03_Diff
4F99F459,BulletHolesLarge_03_Norm
062895AD,BulletHolesLarge_04_Diff
B0651356,BulletHolesLarge_04_Norm
B3F98E38,BulletHolesLarge_02_Diff
8BF60638,BulletHolesLarge_02_Norm
0D301323,ConPyraPiece_01_Diff
08531147,ConPyraPiece_01_Norm
B1648E47,KroBrick_Tile_01_Diff
FB2E3BEC,KroBrick_Tile_01_Diff_Norm
D1D27AE2,Rubble_ConcreteWall_02_Diff
422BB9AF,Rubble_ConcreteWall_02_Norm
AB5A5A86,Rubble_ConcreteWall_Broken_01_Diff
1C0750BC,Rubble_ConcreteWall_Broken_01_Norm
1BE491F7,Rubble_ConcreteWall_Broken_02_Diff
1E3EC4C6,Rubble_ConcreteWall_Broken_02_Norm
61B1BA4C,Concrete_Tiles01_Diff
EE6AF41B,Concrete_Tiles01_Norm
DFC927A4,Concrete_Wall02_Diff
01171E88,Concrete_Wall02_Norm
0760B735,Concrete_Wall06_Diff
A9C07251,Concrete_Wall06_Norm
C48F3B0D,Kro_Mask2_Diff
AA819DAD,Kro_Mask3_Diff
D5AAD187,Kro_Mask4_Diff
DB1BA4FE,KroInd_ConcreteFloor_01_Diff
6894809B,KroInd_ConcreteFloor_01_Norm
E94E21CF,KroInd_ConcreteWall_02_Diff
04308982,KroInd_ConcreteWall_Broken_01_Diff
5CBF96F4,KroInd_ConcreteWall_Broken_01_Norm
3BBEE177,KroInd_ConcreteWall_Broken_02_Diff
36C5B919,KroInd_MetalTrim_01_Diff
760B568A,KroInd_MetalTrim_01_Emis_MSK
DB023D93,KroInd_MetalTrim_01_Norm
F5715076,KroInd_MetalTrim_02_Diff
6FC3019C,KroInd_MetalTrim_02_Norm
C8A6522B,Metal_Trims03_Diff
E68998B0,Metal_Trims03_Norm
E562BA5D,MetalTrim_01_Diff
FD7D3E11,MetalTrim_01_Norm
6871A7E5,Rubble01_Diff
E05E9C5C,Rubble01_Norm
AC9BA421,DirectionalMaxComponent0
B4A51B5A,DirectionalMaxComponent1
15FA1DEF,DirectionalMaxComponent1
7D49561C,DirectionalMaxComponent1
65C0AFD0,LightMapVector_Colour_0
5D4A759E,LightMapVector_Colour_0
DA39680A,LightMapVector_Colour_0
0774BDA1,LightMapVector_Colour_0
29944F17,LightMapVector_Colour_0
573AF4F6,LightMapVector_Colour_0
A1A19180,LightMapVector_Colour_0
F069A612,LightMapVector_Colour_0
8FE21C13,LightMapVector_Colour_0
33523EB3,LightMapVector_Colour_0
7830DEFB,LightMapVector_Colour_0
8F6CF625,LightMapVector_Colour_0
324B1125,LightMapVector_Colour_0
FA9FB057,LightMapVector_Colour_0
1CC7E27C,LightMapVector_Colour_0
9C99FA3F,LightMapVector_Colour_0
A8910268,LightMapVector_Dir_0
8F58EA71,LightMapVector_Dir_0
37434080,LightMapVector_Dir_0
CAFF4479,LightMapVector_Dir_0
3E12B5B6,LightMapVector_Dir_0
B43527D4,LightMapVector_Dir_0
82B6F317,LightMapVector_Dir_0
7971592B,LightMapVector_Dir_0
A0E6FA52,LightMapVector_Dir_0
56D693AB,LightMapVector_Dir_0
62A851B3,LightMapVector_Dir_0
6422BF48,LightMapVector_Dir_0
B0082973,LightMapVector_Dir_0
65D20826,LightMapVector_Dir_0
4375610A,LightMapVector_Dir_0
12FAE63A,LightMapVector_Dir_0
2FDF560A,NormalizedAverageColor0
A5B1CD1C,NormalizedAverageColor1
303CF559,NormalizedAverageColor1
9E69A2BD,NormalizedAverageColor1
5347E4B7,SatDish02_Dam_Diff
211A67D5,SatDish02_Dam_Dish_Diff
A9D8ED33,SatDish02_Dam_Dish_Msk3
60774B92,SatDish02_Dam_Dish_Norm
DB347234,SatDish02_Dam_Msk3
6AD10801,SatDish02_Dam_Norm
E38A38E2,WBTempText
8D3D1B3A,Rubble_Vista_Card_01
0901C16C,Rubble_Vista_Card_01_Mask
C0356CFD,Rubble_Vista_Card_02
5CED16B5,Ground_Sand02_Spec
51EFB2E1,RubGround_Diff
C9621F11,RubGround_Norm
189E39A5,VistaBuildingModern_Diff
3B8073C3,VistaBuildingModern_Norm
8BB6CB80,VistaMask_01_Diff
B9A73560,KroInd_Decal_Concrete_01_Diff
B41FF601,KroInd_Pipe_01_Diff
BAFABAAE,KroInd_Pipe_01_Norm
C81F70A2,Flashlight_Noise
F3A1FDB1,DirectionalMaxComponent1
CCA70A08,LightMapVector_Colour_0
8194369C,LightMapVector_Dir_0
53AB6742,NormalizedAverageColor1
7B6BB981,DirectionalMaxComponent0
7EC1A345,LightMapVector_Colour_0
B1658C76,LightMapVector_Dir_0
E167AFD9,NormalizedAverageColor0
032EA881,KroStatue_Diff
B5B5EC27,KroStatue_Norm
36B46DA1,Stag_Beetle
7AD4E88F,Stag_Beetle_diff
F068E8B7,LightMapVector_Colour_0
FEDD1410,LightMapVector_Colour_0
6B6D8F31,LightMapVector_Colour_0
834206E2,LightMapVector_Colour_0
43FE1414,LightMapVector_Colour_0
F15A01A1,LightMapVector_Colour_0
94EFD268,LightMapVector_Colour_0
554733EC,LightMapVector_Colour_0
B8018904,LightMapVector_Dir_0
07938194,LightMapVector_Dir_0
343BB777,LightMapVector_Dir_0
6DF18BCA,LightMapVector_Dir_0
F69EF462,LightMapVector_Dir_0
1DF47CC6,LightMapVector_Dir_0
23276D80,LightMapVector_Dir_0
722A5E5F,LightMapVector_Dir_0
9EC7634B,KroStatue_Spec
E3C40D5D,DirectionalMaxComponent1
72342B46,LightMapVector_Colour_0
E3FCE254,LightMapVector_Colour_0
306E8025,LightMapVector_Colour_0
72613B29,LightMapVector_Colour_0
6FEA1A7F,LightMapVector_Colour_0
40FD713D,LightMapVector_Dir_0
5A15D267,LightMapVector_Dir_0
26DD619C,LightMapVector_Dir_0
DB2824A4,LightMapVector_Dir_0
CF39044B,LightMapVector_Dir_0
403BBAC7,NormalizedAverageColor1
7D34D0D4,Waterfall_Sprite
EF30D2A9,Waterfall_Thick
746585BF,LightMapVector_Colour_0
D8E73F28,LightMapVector_Dir_0
BE0FEEE2,LightMapVector_Colour_0
38B383EB,LightMapVector_Colour_0
CBE1EC71,LightMapVector_Colour_0
73383B61,LightMapVector_Colour_0
18D3DCFE,LightMapVector_Colour_0
D22BB0AE,LightMapVector_Colour_0
30B755F2,LightMapVector_Colour_0
79C9479A,LightMapVector_Colour_0
B13D0EC0,LightMapVector_Colour_0
104433D5,LightMapVector_Colour_0
525B0E2D,LightMapVector_Colour_0
9D9804D2,LightMapVector_Colour_0
04394C6F,LightMapVector_Colour_0
359BEE0B,LightMapVector_Colour_0
9BC467A7,LightMapVector_Colour_0
D484D31D,LightMapVector_Colour_0
47994E06,LightMapVector_Colour_0
C86E1809,LightMapVector_Colour_0
FBD413E3,LightMapVector_Colour_0
EB020850,LightMapVector_Colour_0
9A80B3E7,LightMapVector_Colour_0
47BADBD3,LightMapVector_Colour_0
689B9058,LightMapVector_Colour_0
296F68A7,LightMapVector_Colour_0
7E55F0EE,LightMapVector_Colour_0
63822B82,LightMapVector_Colour_0
69D23279,LightMapVector_Colour_0
242178D2,LightMapVector_Colour_0
A1592D00,LightMapVector_Colour_0
4624EBAB,LightMapVector_Colour_0
D0C80A30,LightMapVector_Colour_0
9867A5BF,LightMapVector_Colour_0
A8B9D101,LightMapVector_Colour_0
7B7C4E09,LightMapVector_Colour_0
66C2F378,LightMapVector_Colour_0
3CF30C01,LightMapVector_Colour_0
3A9949A8,LightMapVector_Colour_0
BAFD1C9C,LightMapVector_Colour_0
29A6F246,LightMapVector_Colour_0
03007916,LightMapVector_Colour_0
B91871F2,LightMapVector_Colour_0
7D6B7A1F,LightMapVector_Colour_0
BA333E99,LightMapVector_Colour_0
51CBD7C8,LightMapVector_Colour_0
D5FCDCC1,LightMapVector_Dir_0
01F99862,LightMapVector_Dir_0
C762B1F5,LightMapVector_Dir_0
70825C77,LightMapVector_Dir_0
82CEF1EE,LightMapVector_Dir_0
EDCF35A7,LightMapVector_Dir_0
6BAEE338,LightMapVector_Dir_0
122E893B,LightMapVector_Dir_0
3A57BF42,LightMapVector_Dir_0
08119A3D,LightMapVector_Dir_0
0F9726B9,LightMapVector_Dir_0
340E5EB0,LightMapVector_Dir_0
00F3A1E6,LightMapVector_Dir_0
275F97B6,LightMapVector_Dir_0
2EDE94DF,LightMapVector_Dir_0
936C6AEF,LightMapVector_Dir_0
EED170CA,LightMapVector_Dir_0
106B2F7B,LightMapVector_Dir_0
6E380880,LightMapVector_Dir_0
E650CA9F,LightMapVector_Dir_0
40CF796E,LightMapVector_Dir_0
EF03111C,LightMapVector_Dir_0
FC48A4D9,LightMapVector_Dir_0
3DA40E83,LightMapVector_Dir_0
D00A8720,LightMapVector_Dir_0
491BB1E7,LightMapVector_Dir_0
662FCF5F,LightMapVector_Dir_0
B8F2C5E0,LightMapVector_Dir_0
38924405,LightMapVector_Dir_0
0289EBF7,LightMapVector_Dir_0
1D76F624,LightMapVector_Dir_0
4F98AC92,LightMapVector_Dir_0
59C69469,LightMapVector_Dir_0
25C153E3,LightMapVector_Dir_0
5C3789FE,LightMapVector_Dir_0
9459B30D,LightMapVector_Dir_0
1D60E181,LightMapVector_Dir_0
2ED5C035,LightMapVector_Dir_0
56D5F8B7,LightMapVector_Dir_0
00D1CD6C,LightMapVector_Dir_0
EBBE7A5F,LightMapVector_Dir_0
26012315,LightMapVector_Dir_0
18E42374,LightMapVector_Dir_0
E9D47AEC,LightMapVector_Dir_0
D4ABBED8,KroganPost01_Diff
D2DC8101,KroganPost01_Msk3
AB133C4F,KroganPost01_Norm
F6B32881,DirectionalMaxComponent0
AE0025B3,DirectionalMaxComponent0
A20ED05B,DirectionalMaxComponent0
10C3B62E,DirectionalMaxComponent0
A8A3BA85,LightMapVector_Colour_0
F4281421,LightMapVector_Colour_0
72FF9782,LightMapVector_Colour_0
71EBBC41,LightMapVector_Colour_0
571433A2,LightMapVector_Colour_0
0AA68F7D,LightMapVector_Colour_0
5B54D8E8,LightMapVector_Colour_0
494B86E5,LightMapVector_Colour_0
43336367,LightMapVector_Colour_0
308A4CF2,LightMapVector_Colour_0
9FE2561D,LightMapVector_Dir_0
045FBCB4,LightMapVector_Dir_0
01204791,LightMapVector_Dir_0
29319086,LightMapVector_Dir_0
01F5D37B,LightMapVector_Dir_0
72811E78,LightMapVector_Dir_0
3D24E3B6,LightMapVector_Dir_0
5084EC73,LightMapVector_Dir_0
2EAFB03D,LightMapVector_Dir_0
19F09419,LightMapVector_Dir_0
85BA2ED5,NormalizedAverageColor0
4C400884,NormalizedAverageColor0
A551B8CB,NormalizedAverageColor0
91799CC6,NormalizedAverageColor0
8EF0EFFA,CrateShipping01_Diff_B
BFF9F7B8,DirectionalMaxComponent0
309C076D,DirectionalMaxComponent0
4A5D753B,DirectionalMaxComponent0
28A4B4E8,DirectionalMaxComponent0
D972CD29,DirectionalMaxComponent0
4A0AD25F,DirectionalMaxComponent0
72F336C1,DirectionalMaxComponent1
8442F473,DirectionalMaxComponent1
09A750DA,DirectionalMaxComponent1
49DFF31C,DirectionalMaxComponent1
83174D05,DirectionalMaxComponent1
8594EC56,DirectionalMaxComponent1
6CB4A02E,DirectionalMaxComponent1
BACC7870,DirectionalMaxComponent1
3620EA5A,LightMapVector_Colour_0
611750B5,LightMapVector_Colour_0
06CE771C,LightMapVector_Colour_0
92504D41,LightMapVector_Colour_0
6F5C1EFE,LightMapVector_Colour_0
51B5F357,LightMapVector_Colour_0
DA4E59AD,LightMapVector_Colour_0
DCD0C3EC,LightMapVector_Colour_0
201DFE30,LightMapVector_Colour_0
4EA530E0,LightMapVector_Colour_0
5F6BFF25,LightMapVector_Colour_0
549B39B0,LightMapVector_Colour_0
73A96A5F,LightMapVector_Colour_0
720FC9EA,LightMapVector_Dir_0
B1035B98,LightMapVector_Dir_0
9A6C3C75,LightMapVector_Dir_0
BC6F3325,LightMapVector_Dir_0
109FD5C3,LightMapVector_Dir_0
9703B502,LightMapVector_Dir_0
8FDC04C4,LightMapVector_Dir_0
105CC1E1,LightMapVector_Dir_0
74A9DCD3,LightMapVector_Dir_0
2592E476,LightMapVector_Dir_0
A4C3B206,LightMapVector_Dir_0
AF5E1417,LightMapVector_Dir_0
5E8F2F45,LightMapVector_Dir_0
5F6F3406,NormalizedAverageColor0
B12907EC,NormalizedAverageColor0
37227AF6,NormalizedAverageColor0
7130DC05,NormalizedAverageColor0
D25486D4,NormalizedAverageColor0
D782490F,NormalizedAverageColor0
F2217EE9,NormalizedAverageColor1
C04EDBBF,NormalizedAverageColor1
5AEE1073,NormalizedAverageColor1
36B77AEA,NormalizedAverageColor1
F79C3866,NormalizedAverageColor1
5772543A,NormalizedAverageColor1
AEBB5CA4,NormalizedAverageColor1
EBEE6C0C,NormalizedAverageColor1
80904132,Concrete_Trim2_Diff
1907329C,Concrete_Trim2_Norm
DEB4E06B,Concrete_Trim_Diff
DB0FE298,Concrete_Trim_Norm
8B7525F4,Stone_01_alpha
C50A67FE,Stone_01_Diff
B365EA17,Stone_01_Norm
06CD7783,DirectionalMaxComponent0
177EC77E,DirectionalMaxComponent0
A52A6B0A,DirectionalMaxComponent0
DBD35218,LightMapVector_Colour_0
AD8845D9,LightMapVector_Colour_0
DA30A190,LightMapVector_Colour_0
448C017E,LightMapVector_Dir_0
3F6FB7B8,LightMapVector_Dir_0
848637F6,LightMapVector_Dir_0
53C1B940,NormalizedAverageColor0
B0584139,NormalizedAverageColor0
5AEC9F25,NormalizedAverageColor0
9E21A01F,DirectionalMaxComponent0
971794A0,DirectionalMaxComponent0
0052E0FF,DirectionalMaxComponent0
D7AAA466,NormalizedAverageColor0
92F35AC2,NormalizedAverageColor0
E337989C,NormalizedAverageColor0
E7C18238,DirectionalMaxComponent0
39DC89FF,DirectionalMaxComponent0
95E484E5,DirectionalMaxComponent0
33BB100E,DirectionalMaxComponent0
DD3AA60E,DirectionalMaxComponent1
2E630164,DirectionalMaxComponent1
B3C324E8,LightMapVector_Colour_0
B570C376,LightMapVector_Colour_0
4675007C,LightMapVector_Colour_0
C222F954,LightMapVector_Colour_0
40B0E3EF,LightMapVector_Dir_0
1F36F863,LightMapVector_Dir_0
7C37E1A4,LightMapVector_Dir_0
118F2D8A,LightMapVector_Dir_0
9FCCF581,NormalizedAverageColor0
3286D8C8,NormalizedAverageColor0
E1BA3176,NormalizedAverageColor0
866DB84F,NormalizedAverageColor0
F79CB29B,NormalizedAverageColor1
042AEF83,NormalizedAverageColor1
B2D4015A,DirectionalMaxComponent0
16EB1B14,DirectionalMaxComponent0
0441268B,DirectionalMaxComponent0
E30B3BBE,DirectionalMaxComponent0
397F0C99,DirectionalMaxComponent1
3CCCA61E,LightMapVector_Colour_0
A963E031,LightMapVector_Colour_0
C5287B25,LightMapVector_Colour_0
70DE4693,LightMapVector_Colour_0
15410429,LightMapVector_Colour_0
68C9AEF3,LightMapVector_Colour_0
7E671E0D,LightMapVector_Colour_0
493F78E5,LightMapVector_Dir_0
866BC2E0,LightMapVector_Dir_0
0753F4E3,LightMapVector_Dir_0
7D24A9C9,LightMapVector_Dir_0
69FC38B2,LightMapVector_Dir_0
0B157387,LightMapVector_Dir_0
DCF4462D,LightMapVector_Dir_0
E18FE245,NormalizedAverageColor0
F819036D,NormalizedAverageColor0
CBF60AB3,NormalizedAverageColor0
C9F48F36,NormalizedAverageColor0
FE08785E,NormalizedAverageColor1
34ED6005,DirectionalMaxComponent0
EF48A5A6,LightMapVector_Colour_0
0BB16CB3,LightMapVector_Dir_0
70BC813C,NormalizedAverageColor0
46EC75D8,DirectionalMaxComponent1
AB31A248,DirectionalMaxComponent1
58E8FCDE,NormalizedAverageColor1
DF249865,NormalizedAverageColor1
61F53B2D,ShadowMapTexture2D
BB43E4B2,ShadowMapTexture2D
5BD1095E,Machinery01_Worn_Diff
28281EEA,Machinery01_Worn_Msk3
5CDA72E1,MainFrame_Damaged01_Diff
25BB0855,MainFrame_Damaged01_Emis
28BDD66A,MainFrame_Damaged01_MSK3
9171FFB7,MainFrame_Damaged01_Norm
52C198D2,CeilTile_Diff
F04D86EC,Concrete_Trim2_Diff
1BF89E6D,Concrete_Trim_Norm
97B6A1F4,Concrete_Wall_Diff
15F4E474,Concrete_Wall_Norm
AFC8F1EC,Door_Frame_DIFF
1E178DFF,Door_Frame_NORM
4D430E31,Elevator_Trim_DIFF
B71108DA,Elevator_Trim_NORM
56EB2DCF,Fabric_Diff
86CD1124,Fabric_Norm
49F3BC9A,FloorTileDestroyed2_Diff
CBDDE870,FloorTileDestroyed2_NORM
28259803,FloorTileLrg_Diff
9714AED1,FloorTileLrg_Norm
36C959E3,Grunge_Streak01_Diff
6E885AE9,LowerGlass_Norm
83DD5DDE,Rubble01_Diff
B4CAA7D5,Rubble01_Norm
6DC04A13,env_fire_funnel
FDEDB5A2,DirectionalMaxComponent1
37F15764,NormalizedAverageColor1
5F64E3B2,DirectionalMaxComponent0
FBDEE9C6,DirectionalMaxComponent1
ACDCD5CF,DirectionalMaxComponent1
B82C74A2,LightMapVector_Colour_1
A41BA1FA,LightMapVector_Dir_1
C5AED0A6,NormalizedAverageColor0
62C49AAD,NormalizedAverageColor1
1029ED7A,NormalizedAverageColor1
463234AB,LightMapVector_Colour_0
CA800965,LightMapVector_Colour_0
25707E9B,LightMapVector_Colour_0
5CED928D,LightMapVector_Colour_0
61D1B0CD,LightMapVector_Colour_0
24829722,LightMapVector_Dir_0
50C44DE6,LightMapVector_Dir_0
D0EEA49D,LightMapVector_Dir_0
2A381F84,LightMapVector_Dir_0
9549C28A,LightMapVector_Dir_0
A87D58A4,ShadowMapTexture2D
2338013B,ShadowMapTexture2D
32D23DF9,Net01_Diff
98039330,Net01_Norm
933F4F7F,Scratches_Decal_DIFF
6450C154,Scratches_Decal_NORM
2FCEB1F8,TurianLogo_DIFF
31FBDDE7,LightMapVector_Colour_0
06645C45,LightMapVector_Colour_0
CB89CB44,LightMapVector_Colour_0
65CCBE4B,LightMapVector_Colour_0
C049A2C8,LightMapVector_Colour_0
