groupid,game,crc,name,size_x,size_y,grade,format,notes
1000,1,0x69998DBD,"ASA_ARM_MRC_Bas_Diff_Stack",1024,1024,0,"DXT5",""
1000,1,0xD4CF0C60,"ASA_ARM_MRC_Bas_Diff_Stack",512,512,0,"DXT1",""
1001,1,0x9C64876E,"ASA_ARM_MRC_Bas_Norm_Stack",512,512,0,"ATI2_3Dc","Best choice"
1001,1,0xFA9BE909,"ASA_ARM_MRC_Bas_Norm_Stack",512,512,0,"DXT5",""
1002,1,0x6911FFAD,"ASA_HGR_MRC_Bas_Diff_Stack",512,512,0,"DXT1",""
1002,1,0xD87E7F68,"ASA_HGR_MRC_Bas_Diff_Stack",512,512,0,"DXT5","Best choice"
1003,1,0x53EFC36A,"ASA_HGR_MRC_Bas_Norm_Stack",512,512,0,"ATI2_3Dc","Best choice"
1003,1,0x97A632EC,"ASA_HGR_MRC_Bas_Norm_Stack",512,512,0,"DXT5",""
1005,1,0x538B3779,"ppnorm",512,512,0,"DXT1",""
1005,1,0x33CF7CBE,"cliffs_n",256,256,0,"DXT1",""
1006,1,0x87B4F2C1,"CloudyAftern_u",1024,1024,0,"DXT1",""
1006,1,0x1D1F7F5C,"JUG20_CUBE_u",512,512,0,"DXT1",""
1007,1,0xD81A64B9,"Couch2_01_Emis",512,512,0,"DXT1",""
1007,1,0x88E95683,"Couch2_01_Glow",512,512,0,"DXT1",""
1008,1,0x8BA0217B,"Damaged_Car_01_Spec",512,512,0,"DXT1",""
1008,1,0x0B7D46E2,"Damaged_Car_01_Spec",256,256,0,"DXT1",""
1009,1,0xCC5471C2,"Damaged_Car_01_SPwr",512,512,0,"DXT1",""
1009,1,0x5189D45B,"Damaged_Car_01_SPwr",256,256,0,"DXT1",""
1010,1,0xD2F68253,"Destiny_Ascension_01_Spec",1024,1024,2,"DXT5","Different image"
1010,1,0x5D178194,"Destiny_Ascension_01_Spec",512,512,2,"DXT1","Different image"
1011,1,0x9C64DBE4,"endsky_RAW",256,512,0,"DXT1",""
1011,1,0xCE1B2F0F,"endsky_RAW",256,512,0,"DXT1",""
1012,1,0x2C872E53,"lav40_glass03_opac_m01",512,512,2,"DXT5","Differences - Brightness - Contrast"
1012,1,0xF85D33A1,"end80_glass03_opac_m01",256,256,2,"DXT5","Differences - Brightness - Contrast"
1013,1,0x33EFC967,"Explosion_8x8_Dup",2048,2048,0,"DXT5",""
1013,1,0x932CE52B,"Explosion_8x8",1024,1024,0,"DXT5",""
1014,1,0x5D3FF980,"FireExplosionWisp",2048,2048,0,"DXT1",""
1014,1,0x181BFF92,"wispyFB",1024,1024,0,"DXT1",""
1015,1,0x939BD3F9,"GethCruiserDMGa_Diff",1024,1024,0,"DXT5",""
1015,1,0x91F86496,"GethCruiserDMGa_DifflMap",256,256,0,"DXT5",""
1016,1,0x5E49D4EC,"GethCruiserDMGa_Norm",1024,1024,0,"DXT5",""
1016,1,0x4408C8CE,"GethCruiserDMGa_NormalMap",256,256,0,"ATI2_3Dc",""
1017,1,0x0F361DCE,"GethCruiserDMGa_Spec",512,512,0,"DXT5",""
1017,1,0x146024A8,"GethCruiserDMGa_SPECMap",256,256,0,"DXT5",""
1018,1,0x9134998D,"GethCruiserDMGb_Diff",512,512,0,"DXT5",""
1018,1,0x1156EE06,"GethCruiserDMGb_DIFFMap",256,256,0,"DXT5",""
1019,1,0x678A25C8,"GethCruiserDMGb_Emis",512,512,0,"DXT5",""
1019,1,0x692CD550,"GethCruiserDMGb_EMISSMap",256,256,0,"DXT5",""
1020,1,0x3B4F0080,"GTH_HOP_NKDa_Bas_Norm_Stack",512,512,0,"DXT5",""
1020,1,0x277977C8,"GTH_HOP_NKDa_Bw_Norm_Stack",512,512,0,"DXT5",""
1021,1,0x2A9A4890,"GTH_HOP_NKDa_Bas_Spwr_Stack",256,256,0,"DXT5",""
1021,1,0xEF1AB982,"GTH_HOP_NKDa_Bw_SPwr_Stack",256,256,0,"DXT5",""
1022,1,0x9D79A7BF,"HMF_HED_PROCustom_MKup_01",512,512,0,"DXT5",""
1022,1,0xEB76CE09,"HMF_HED_PROCustom_MKup_02",256,256,0,"DXT5",""
1023,1,0x1F2C3891,"Geth_Pike_Norm",512,512,0,"DXT5",""
1023,1,0x5231082D,"PRO10_GETHPIKE_NORM",512,512,0,"ATI2_3Dc",""
1024,1,0x1C453D0C,"JUG80_CABLE01_DIFF",512,128,0,"DXT1",""
1024,1,0x02957A40,"JUG00_CABLE01_DIFF",256,64,0,"DXT5","Alpha"
1024,1,0x220E6535,"JUG80_CABLE01_SPEC",512,128,1,"DXT1","Brightness, contrast"
1024,1,0xB4498A6C,"LAV40_CABLE01_DIFF",256,64,1,"DXT5","Brightness, contrast, hue"
1024,1,0x14B196C5,"ICE20_CABLE01_DIFF",128,32,2,"ARGB","Brightness, contrast, flip horizontally"
1024,1,0x098C14FC,"JUG00_CABLE01_SPEC",128,32,2,"DXT5","Brightness, contrast, flip horizontally"
1024,1,0xE43D9D8F,"ICE20_CABLE01_SPEC",128,32,2,"ARGB","Brightness, contrast, flip horizontally"
1025,1,0x1F2BBA8F,"JUG80_CABLE01_NORM",512,128,1,"DXT5","Different alpha"
1025,1,0xE097EBC5,"ICE20_CABLE01_NORM",256,64,0,"DXT5","Different alpha"
1025,1,0x44D7B301,"LAV40_CABLE01_NORM",256,64,0,"DXT1",""
1026,1,0x863580EE,"JUG00_CLAMP01_DIFF",512,512,0,"DXT5",""
1026,1,0xB5AD3460,"ICE20_CLAMP01_DIFF",256,256,0,"DXT5",""
1027,1,0xB9913E7E,"ICE20_CLAMP01_NORM",512,512,0,"DXT5",""
1027,1,0x5BA2F207,"JUG00_CLAMP01_NORM",512,512,0,"DXT5",""
1027,1,0xE6325BDD,"JUG00_CLAMP01_SPEC",512,512,0,"DXT5",""
1027,1,0xE125A70D,"WAR20_CLAMP01_NORM",256,256,0,"DXT5",""
1028,1,0xBDF2CA2B,"ICE20_CONCRETEWALL02_SPEC",512,512,0,"DXT1",""
1028,1,0x8D94A0A9,"JUG80_CONCRETEWALL02_SPEC",512,512,0,"DXT1",""
1029,1,0x271EDBA1,"ICE20_FROSTGLASS_MASK",512,512,0,"DXT5",""
1029,1,0xE0288E1C,"JUG00_GLASSFROST01_MASK",512,512,0,"DXT5",""
1029,1,0xC2D33E2E,"PRO10_FROSTEDGLASS_MASK",512,512,0,"DXT5",""
1030,1,0x9F5F4BE0,"ICE20_ROCK02_DIFF",512,512,0,"DXT1",""
1030,1,0x34B440E5,"PRO10_ROCK2_DIFF",512,512,0,"DXT5",""
1031,1,0xD2AD7C19,"ICE20_ROCK02_NORM",512,512,1,"DXT1","Minor differences image"
1031,1,0xC5336924,"PRO10_ROCK02_NORM",512,512,1,"DXT5","Minor differences image"
1032,1,0xAC43F35C,"ICE20_WALL04_DIFF",512,512,0,"DXT1",""
1032,1,0xF609F9F0,"JUG80_CONCRETEWALL01_DIFF",512,512,0,"DXT1",""
1032,1,0x58F4E5FE,"WAR20_CONCRETE01_DIFF",512,512,0,"DXT1",""
1033,1,0x5230E847,"ICE50_PLAINGLASS01_DIFF",1024,1024,0,"DXT5",""
1033,1,0xB6A1F891,"JUG00_GLASS01_DIFF",512,512,0,"DXT5",""
1034,1,0x09BF95D7,"ICE50_PLAINGLASS01_MASK",1024,1024,0,"DXT1",""
1034,1,0xA3BFF99B,"JUG00_GLASS01_MASK",512,512,0,"DXT1",""
1034,1,0x46E1B9B8,"ICE60_PLASTICFLOOR01_DIFF",256,256,0,"DXT5",""
1035,1,0xB5674292,"ICE50_ROCKSNOW01_DIFF",1024,1024,2,"DXT5","Differences - Colour"
1035,1,0x0DF2F853,"ice25_displacement01",256,256,2,"DXT5","Differences - Greyscale"
1036,1,0x30C753F8,"ICE50_ROCKSNOW01_NORM",512,512,0,"DXT5",""
1036,1,0xAE4EBAA4,"ICE50_SNOWGROUND01_NORM",512,512,0,"DXT1",""
1036,1,0x48257752,"ICE60_SNOWILLUM01_NORM",256,256,0,"DXT5",""
1037,1,0xDA7F0EBD,"ICE50_SNOWGROUND01_DIFF",512,512,0,"DXT5",""
1037,1,0xF574D19B,"ICE60_SNOWILLUM01_DIFF",256,256,0,"DXT5",""
1038,1,0xE5139F7D,"ICE60_GRATE01_SPEC",256,256,0,"DXT5",""
1038,1,0x2454EC78,"PRO10_GRATE01_SPEC_m01",256,256,0,"DXT5",""
1039,1,0x97B4DA8C,"ICE60_HEATER01_DIFF",256,256,1,"DXT5","Minor differences image - Flipped text"
1039,1,0xDC38105A,"ICE60_HEATER02_DIFF",256,256,1,"DXT5","Minor differences image - Flipped text"
1040,1,0xCCF1FA03,"ICE60_ICEFROST01_DIFF",256,256,0,"DXT5",""
1040,1,0x93F63419,"ICE70_ICEFROST01_DIFF",256,256,0,"DXT5",""
1041,1,0x581850FD,"ICE60_ICEFROST01_NORM",256,256,0,"DXT5",""
1041,1,0xAFA1FD1D,"ICE70_ICEFROST01_NORM",256,256,0,"DXT5",""
1042,1,0xBDCFDF3A,"ICE60_PANEL01_DIFF",512,512,0,"DXT5",""
1042,1,0x7A5696D5,"NOR10_PANEL01_DIFF",256,256,0,"DXT5",""
1043,1,0x79D803E2,"ICE60_PANEL01_NORM",512,512,0,"DXT5",""
1043,1,0x657190CB,"NOR10_PANEL01_NORM",256,256,0,"DXT5",""
1044,1,0xB97529DA,"NOR10_ARM01_NORM",1024,1024,0,"DXT5",""
1044,1,0x87392E92,"ICE70_ARM01_NORM",512,512,0,"DXT5",""
1045,1,0x6F7281AE,"NOR10_ARM01_SPEC",512,512,0,"DXT5",""
1045,1,0xC4DF76D7,"ICE70_ARM01_SPEC",256,256,0,"DXT5",""
1046,1,0x3321DEC3,"NOR10_ARM02_DIFF",1024,1024,0,"DXT5",""
1046,1,0xBC1FDAA3,"ICE70_ARM02_DIFF",512,512,0,"DXT5",""
1047,1,0xD09305C3,"JUG80_SILO01_NORM",1024,1024,0,"DXT1",""
1047,1,0x698DF221,"LAV60_SILO01_NORM",512,512,0,"DXT1",""
1047,1,0x49EC3745,"ICE70_FLOORBLUE01_NORM",256,256,0,"DXT1",""
1048,1,0xE38E28BC,"JUG00_CONCRETEWALL01_Diff",512,512,0,"DXT1",""
1048,1,0xA95B21BA,"JUG80_MAINWALL03_DIFF",512,512,0,"DXT1",""
1049,1,0xAEFC8B22,"JUG00_CONCRETEWALL02_Diff",512,512,0,"DXT1",""
1049,1,0x301C92CE,"JUG80_MAINWALL05_DIFF",512,512,0,"DXT1",""
1050,1,0x804B1E99,"JUG00_FLOOR01_Diff",512,512,0,"DXT1",""
1050,1,0xF9620822,"JUG70_FLOOR01_Diff",512,512,0,"DXT1",""
1051,1,0x7BED1C67,"JUG70_FLOOR01_Norm",512,512,0,"DXT1",""
1051,1,0x5F7FD450,"JUG00_FLOOR01_Norm",256,256,0,"DXT1",""
1052,1,0xEA8A817E,"JUG80_SAIL_RAW2",512,128,0,"DXT5",""
1052,1,0xB97D2E78,"JUG00_SAIL_Diff",256,64,0,"DXT5",""
1053,1,0x058E2ACD,"JUG80_SAIL_NORM",512,128,0,"DXT1",""
1053,1,0x3944FCB1,"JUG00_SAIL_NORM",256,64,0,"DXT1",""
1054,1,0x743025EF,"JUG80_SAIL_TMASK",512,128,0,"DXT1",""
1054,1,0x76873E88,"JUG00_SAIL_TMASK",256,64,0,"DXT1",""
1055,1,0x28FE76CD,"JUG00_SEAWALL01_Diff",512,512,1,"DXT1","Minor differences image"
1055,1,0xA50B27AB,"JUG80_TIDEWALL01",512,512,1,"DXT1","Minor differences image"
1056,1,0x0A91A420,"JUG00_TRIM01_Norm",512,512,0,"DXT1",""
1056,1,0xE23E0E1C,"JUG00_TRIM02_Norm",512,512,0,"DXT1",""
1056,1,0x51C88D23,"LAV60_JUGTRIMS03_NORM",512,512,0,"DXT1",""
1057,1,0x3A02B493,"JUG00_TRIM03_Diff",512,512,2,"DXT1","Different image - Text"
1057,1,0xB49FFC92,"JUG70_TRIMS01_Diff",512,512,2,"DXT1","Different image - Text"
1058,1,0xCD0A5F29,"JUG00_TRIMETAL02_Diff",512,512,0,"DXT1",""
1058,1,0x9F161BAE,"JUG80_GRATINGS_DIFF",512,512,0,"DXT5",""
1058,1,0xE0FD3D42,"LAV70_GRATINGS_DIFF",512,512,0,"DXT5",""
1059,1,0x2E8E25B3,"JUG00_WALLCONC01_DIFF",512,512,2,"DXT1","Differences - Brightness - Contrast"
1059,1,0xF3D588F1,"JUG00_WALLCONC02_DIFF",256,256,2,"DXT1","Differences - Brightness - Contrast"
1060,1,0x45F92C4E,"JUG20_BEACHROCKA_NORM",1024,1024,0,"DXT1",""
1060,1,0xA05E5FA6,"PRO10_ROCK1_NORM",512,512,0,"DXT5",""
1061,1,0x6C24E8E3,"JUG20_CAUSTIC_DIFF",512,512,0,"DXT5",""
1061,1,0x76050D36,"pro10_river_custic",512,512,0,"DXT5",""
1062,1,0xE1F253B1,"JUG20_COVERBLOCK01_DIFF",1024,1024,1,"DXT5","Differences - Hue"
1062,1,0x52778C4D,"PRO10_COVERBLOCK01_DIFF",1024,1024,1,"DXT5","Differences - Hue"
1063,1,0xA45E18A9,"JUG20_COVERSLATE01_DIFF",1024,1024,1,"DXT5","Differences - Hue"
1063,1,0x79EF6E33,"PRO10_COVERSLATE01_DIFF",1024,1024,1,"DXT1","Differences - Hue"
1064,1,0x6B06A294,"JUG20_ISLANDOVERLAYB_NORM",1024,1024,1,"DXT1","Differences - Brightness - Contrast"
1064,1,0x076A4819,"wasLAV60_WETSAND01_NORM",1024,1024,0,"DXT1",""
1064,1,0xFF3258C7,"wasLAV60_WETSAND01_NORM",1024,1024,0,"DXT1",""
1064,1,0x5EC1D4A2,"LAV60_WETSAND01_NORM",512,512,1,"DXT1","Differences - Brightness - Contrast"
1065,1,0x07FC658A,"JUG20_ISLANDRIDGE_NORM",1024,1024,1,"DXT1","Differences - Brightness - Contrast"
1065,1,0x247EFAAA,"WASpro10_RIVERBANK_NORM",1024,1024,0,"DXT5",""
1065,1,0x52B2C969,"pro10_RIVERBANK_NORM",512,512,0,"DXT5",""
1066,1,0x76DE2122,"JUG80_SAND_DIFF",1024,1024,0,"DXT1",""
1066,1,0x82EFB3E0,"JUG80_SAND_DIFF",1024,1024,2,"DXT1","Differences - Brightness - Contrast"
1066,1,0xDB9709AA,"JUG20_SAND_DIFF",512,512,2,"DXT5","Differences - Brightness - Contrast"
1066,1,0xDEDCD7BF,"JUG80_SAND_DIFF",512,512,0,"DXT1",""
1067,1,0x21F90CD3,"JUG20_WATER_MASKS",512,512,0,"DXT5",""
1067,1,0x34B671E6,"JUG80_WATERTANK_MSK_02",512,512,0,"DXT5",""
1068,1,0x39B29F70,"UNC52_wasJUG40_BSBL_NORM",1024,1024,2,"DXT5","Different image - upper and lower edges"
1068,1,0xDEC30F9E,"JUG40_BASEBLEND01_NORM",512,512,2,"DXT5","Different image - upper and lower edges"
1069,1,0x550292C9,"wasPRO10_GRASS01_NORM",1024,1024,0,"DXT5",""
1069,1,0x3C97B99E,"PRO10_GRASS01_NORM",512,512,0,"DXT5",""
1069,1,0x6961A7B9,"JUG40_GRASS01_NORM",256,256,0,"DXT5",""
1070,1,0x26137266,"pro10_grassmesh_diff",1024,1024,1,"DXT5","Minor differences image - Background"
1070,1,0x146EAFC7,"JUG40_Grass06_DIFF",256,256,0,"DXT5",""
1070,1,0x4F55D617,"pro10_grass_diff",256,256,0,"DXT5",""
1071,1,0x26DD79A2,"NewTrial_snowROCKnorm",512,512,0,"DXT1",""
1071,1,0x1E555C70,"JUG40_ROCK01_NORM",256,256,0,"DXT5",""
1072,1,0x0628173C,"JUG40_ROCKCOVER_NORM",512,512,0,"DXT1",""
1072,1,0x083862B2,"PRO10_ROCK2_NORM",512,512,0,"DXT1",""
1072,1,0x65BD92B4,"PRO10_ROCK2_NORM",256,256,1,"DXT1","Differences - Brightness - Contrast"
1073,1,0xEEAC54ED,"wasJUG80_DRYSAND_DIFF",1024,1024,0,"DXT1",""
1073,1,0xA52B4A68,"JUG80_DRYSAND_DIFF",512,512,0,"DXT1",""
1074,1,0xF79A2892,"wasJUG80_DRYSAND_NORM_Dup",1024,1024,0,"DXT1",""
1074,1,0x1A23657D,"JUG80_DRYSAND_NORM",512,512,0,"DXT1",""
1075,1,0x127701B8,"JUG80_SAND_NORM",1024,1024,0,"DXT1",""
1075,1,0x7EA5E68D,"JUG80_SAND_NORM",1024,1024,0,"DXT1",""
1075,1,0x424D7973,"JUG20_SAND_NORM",512,512,1,"DXT1","Differences - Brightness - Contrast"
1075,1,0xD407190E,"JUG80_SAND_NORM",512,512,2,"DXT1","Different image - upper and lower edges"
1075,1,0xE184215D,"WAR50_Water_NORM",512,512,2,"DXT1","Different image - upper and lower edges"
1076,1,0xF83DA687,"JUG80_SILO01_SPEC",1024,1024,0,"DXT1",""
1076,1,0x6B7EB65B,"LAV60_SILO01_SPEC",512,512,0,"DXT1",""
1077,1,0xDF7E0B29,"JUG80_WETSAND_NORM",512,512,0,"DXT1",""
1077,1,0xDFF00F3A,"SANDN",256,256,0,"DXT1",""
1077,1,0x195264BD,"SANDN",128,128,0,"DXT1",""
1078,1,0x088D6A3F,"L0S10_LARGEFERN01_NORM",256,512,0,"DXT1",""
1078,1,0xE42EBA63,"STA60_LARGEFERN01_NORM",128,256,0,"DXT1",""
1079,1,0x6555FCA9,"LAV20_BUNKER01_NORM",512,512,0,"DXT1",""
1079,1,0x1438ED36,"pro10_bunkerwall02_NORM",256,256,0,"DXT5",""
1080,1,0x1F157CCF,"LAV20_FLOOR02_EMIS",256,256,0,"DXT1",""
1080,1,0xD222D15D,"LAV20_LIGHTBEAMS_EMIS",256,256,0,"DXT1",""
1081,1,0xF3A5DB2C,"LAV40_CERAMICWALL01_NORM_Dup",1024,1024,0,"DXT1",""
1081,1,0x1D38C390,"LAV40_CERAMICWALL01_NORM",256,256,0,"DXT1",""
1082,1,0x49EED7C7,"LAV40_GREASYWALL01_DIFF",512,512,0,"DXT5",""
1082,1,0x45FC1C05,"LAV40_GREASYWALL01_DIFF",256,256,0,"DXT5",""
1083,1,0xAD492B9C,"LAV60_PANNELWALLBACK03_NORM",1024,1024,0,"DXT1",""
1083,1,0x3BE5414F,"STA20_WALLFOUNDATION01_NORM",256,256,0,"DXT5",""
1084,1,0x26F7BD7A,"LAV60_PANNELWALL02_NORM",1024,1024,0,"DXT1",""
1084,1,0x65AE3DAB,"LAV60_PANNELWALLBACK02_NORM",512,512,0,"DXT1",""
1085,1,0x1E0DE371,"LAV60_RedRock_DIFF",1024,1024,0,"DXT1",""
1085,1,0xF5D407DB,"LAV60_Rock01_DIFF",1024,1024,0,"DXT1",""
1085,1,0x0E590D4C,"LAV60_Rock01_DIFF",512,512,0,"DXT5",""
1086,1,0x422FCD75,"lav60_river01_diff_Dup",1024,1024,0,"DXT5",""
1086,1,0xA1BF51E2,"lav60_river01_diff",512,512,0,"DXT5",""
1086,1,0x249D0F29,"UNC42_river01_diff",512,512,0,"DXT1",""
1087,1,0x932893B5,"lav60_riveredge01_diff",1024,1024,0,"DXT5",""
1087,1,0x7BC3C8AF,"lav60_riveredge01_diff",512,512,0,"DXT5",""
1087,1,0x5675D273,"UNC42_riveredge01_diff",512,512,0,"DXT5",""
1088,1,0xBEF6BF5C,"lav60_riveredge01_norm",1024,1024,0,"DXT5",""
1088,1,0x9D531C90,"lav60_riveredge01_norm",512,512,0,"DXT5",""
1088,1,0x2FBBF85F,"UNC42_riveredge01_norm",512,512,0,"DXT5",""
1089,1,0x4137DBDF,"lav60_riveredge01_spec",1024,1024,0,"DXT5",""
1089,1,0x6D473808,"lav60_riveredge01_spec",512,512,0,"DXT5",""
1090,1,0xA1D118DA,"LAV60_WETGRAVEL01_DIFF",512,512,0,"DXT1",""
1090,1,0x75C64452,"UNC42_WETGRAVEL01_DIFF",512,512,0,"DXT1",""
1091,1,0xC0DB82D8,"UNC32_Lav70_floor_NORM",1024,1024,1,"DXT5","Differences - Brightness - Contrast"
1091,1,0xD50E5095,"wasLAV60_WETROCK01_NORM",1024,1024,0,"DXT5",""
1091,1,0xE093ADDF,"LAV60_WETROCK01_NORM",512,512,0,"DXT1",""
1092,1,0x26B4BF87,"wasLAV60_WETSAND01_DIFF",1024,1024,0,"DXT1",""
1092,1,0xB037614B,"wasLAV60_WETSAND01_DIFF",1024,1024,0,"DXT1",""
1092,1,0xE5F185A3,"LAV60_WETSAND01_DIFF",512,512,0,"DXT1",""
1093,1,0x25A9FA86,"LAV60_WETSAND01_DIFF_Dup",1024,1024,0,"DXT1",""
1093,1,0xB408D72D,"LAV60_WETSAND01_DIFF_Dup",1024,1024,0,"DXT1",""
1094,1,0xB4A55903,"LAV70_CAVEWALL_NORM_Dup",1024,1024,1,"DXT1","Different image - upper and lower edges"
1094,1,0x3CA3461C,"LAV70_CAVEWALL01_NORM",256,256,1,"DXT5","Different image - upper and lower edges"
1095,1,0x0C2EDDE3,"LAV70_CAVEWALL02_SPEC",1024,1024,0,"DXT1",""
1095,1,0x64AF15D0,"LAV70_CAVEWALL02_SPEC",1024,1024,0,"DXT1",""
1096,1,0xBEDCDEF1,"LAV70_PROWALL01_DIFF",512,512,0,"DXT1",""
1096,1,0xFFC125E0,"LOS10_MAINWALL01_DIFF",512,512,0,"DXT5",""
1097,1,0x5CCDB5A6,"LAV70_PROWALL01_NORM",512,512,0,"DXT1",""
1097,1,0x0F72C4F4,"LOS10_MAINWALL01_NORM",512,512,0,"DXT5",""
1098,1,0x8A70F118,"LOS10_MAINWALL01_SPEC",512,512,0,"DXT1",""
1098,1,0xBEEE10AD,"LAV70_PROWALL01_SPEC",256,256,0,"DXT1",""
1099,1,0x3F2D32C7,"LAV70_TUBES_DIFF",512,512,0,"DXT5",""
1099,1,0x7B256CCA,"LAV70_TUBES_DIFF",512,512,0,"DXT5",""
1100,1,0xBC4B7CEB,"LAV70_TUBES_norm",512,512,0,"DXT1",""
1100,1,0xFC8ADA31,"LAV70_TUBES_norm",512,512,0,"DXT1",""
1101,1,0xF6896398,"war20_concretetrim02_diff",256,512,0,"DXT1",""
1101,1,0x281EFC59,"LOS10_concretetrim02_diff",128,256,0,"DXT1",""
1102,1,0xB9CFCC16,"wasLOS10_rockwall01_spec",1024,1024,0,"DXT1",""
1102,1,0xE06584B5,"LOS10_rockwall01_spec",512,512,0,"DXT1",""
1103,1,0xD50B6C68,"LOS10_VINES4WAY02BOTTOM_NORM",512,512,0,"DXT5",""
1103,1,0x209FCFE4,"STA20_HANGINGVINES01_NORM",256,256,0,"DXT5",""
1104,1,0x1EDB091F,"PRO20_WaterFall_Diff01",512,512,0,"DXT1",""
1104,1,0x78D3005B,"LOS10_WaterFall_Diff01",256,256,0,"DXT1",""
1105,1,0xDA223936,"LOS30sky_raw",512,512,0,"DXT1",""
1105,1,0xD9831257,"sky_raw",512,512,0,"DXT1",""
1105,1,0x90E2D5AF,"sky_raw",256,256,0,"DXT1",""
1106,1,0x6C380CD0,"PRO10_PATH_DIFF",1024,1024,0,"DXT1",""
1106,1,0xEF017840,"PRO10_PATHPLAIN_DIFF",1024,1024,0,"DXT1",""
1106,1,0x29FE674A,"LOS50_MUD_DIFF",256,256,0,"DXT1",""
1107,1,0x5F8E1CB8,"LOS50_ROCKANDSAND_DIFF",1024,1024,0,"DXT5",""
1107,1,0xB2AD749E,"pro10_rockandsand_diff",512,512,0,"DXT5",""
1108,1,0x20D49874,"pro10_rockandsand_norm",1024,1024,0,"DXT5",""
1108,1,0x43AB81E9,"LOS50_ROCKANDSAND_NORM",512,512,0,"DXT5",""
1108,1,0x642E6EBE,"pro10_rockandsand_norm",512,512,0,"DXT5",""
1109,1,0x6B05CD2A,"UNC90_base_norm01",1024,1024,0,"DXT5",""
1109,1,0x0A53354C,"MAR10_base_NORM01",256,256,0,"DXT5",""
1110,1,0xF75908E8,"MAR10_CLIFF01_DIFF01",1024,1024,0,"DXT1",""
1110,1,0xCD54F265,"PRO10_CLIFF01_DIFF01",512,512,0,"DXT1",""
1111,1,0x077202BD,"MRC_HED_PROMatriarch_Diff_Stack",1024,1024,0,"DXT5",""
1111,1,0x3C9350C0,"MRC_HED_PROMatriarch_Diff_Stack",1024,1024,0,"DXT1",""
1112,1,0x669A6C57,"pro10_checkerleafs01",512,512,0,"DXT5",""
1112,1,0xF0E67899,"pro00_checkerleafs01",128,128,0,"DXT5",""
1113,1,0x4C358716,"pro10_bunkertrims01_norm",1024,1024,0,"DXT1",""
1113,1,0x493261C4,"PRO20_TRIMS01_Norm",1024,1024,0,"DXT5",""
1114,1,0xC0713284,"WASpro10_bush01_norm",1024,1024,0,"DXT5",""
1114,1,0x87CFFFFB,"pro10_bush01_norm",512,512,0,"DXT5",""
1115,1,0x69007F09,"UNC21_CLIFF_DIFF01",1024,1024,2,"DXT1","Differences - Colour"
1115,1,0x6404E2E7,"PRO10_CLIFF01_DIFF02",512,512,2,"DXT1","Differences - Colour"
1116,1,0x0196B6B3,"UNC21_Crater_Diff",1024,1024,2,"DXT1","Differences - Colour"
1116,1,0xF978F45F,"pro10_Desertrock01_diff",512,512,2,"DXT5","Differences - Colour"
1117,1,0x82FF42BA,"PRO10_FROSTEDGLASS_DIFF",512,512,0,"DXT5",""
1117,1,0xE00F5F19,"STA60_FROSTYGLASS01_DIFF",256,256,0,"DXT5",""
1118,1,0x3A25A6DF,"WASpro10_GROUNDLEAVES01_norm",1024,1024,0,"DXT1",""
1118,1,0xE3C39826,"pro10_GROUNDLEAVES01_norm",512,512,0,"DXT1",""
1119,1,0xC2D37006,"wasPRO10_MINEPATH_DIFF",1024,1024,0,"DXT5",""
1119,1,0xB44CBBE2,"PRO10_MINEPATH01_DIFF",512,512,0,"DXT5",""
1120,1,0xC1A09A43,"PRO10_MOSSFLOOR_NORM",1024,1024,0,"DXT5",""
1120,1,0x0E4168EE,"STA20_MOSSFLOOR_NORM_Dup",1024,1024,0,"DXT5",""
1121,1,0x1F989884,"WASpro10_riverbed_NORM",1024,1024,0,"DXT5",""
1121,1,0xF68B4E2F,"pro10_riverbed_NORM",512,512,0,"DXT5",""
1122,1,0x4A8B7437,"pro10_rockywall01_diff",1024,1024,0,"DXT1",""
1122,1,0x2ACDFA0A,"waspro10_rockywall01_diff",1024,1024,0,"DXT1",""
1122,1,0xBD928691,"pro10_rockywall01_diff",512,512,2,"DXT1","Differences - Colour"
1123,1,0x49683AA7,"pro10_TOWER_01a",512,512,2,"DXT1","Different image - Text"
1123,1,0x502C6385,"pro10_TOWER01_DIFF",512,512,2,"DXT1","Different image - Text"
1124,1,0x1FCA79E8,"SAND",256,256,0,"DXT1",""
1124,1,0xC407BDD8,"SAND",256,256,0,"DXT1",""
1125,1,0xE0EAA452,"Sand""-""Tex",256,512,0,"DXT1",""
1125,1,0xBF28D8DF,"Sand""-""Tex",128,256,0,"DXT1",""
1126,1,0x3602C2FA,"Sand""-""Tex_n",256,512,0,"DXT1",""
1126,1,0xD02BF0A9,"Sand""-""Tex_n",128,256,0,"DXT1",""
1127,1,0x4F6E96AD,"sky_raw",512,512,0,"DXT1",""
1127,1,0xE20F7F25,"sky_raw",512,512,0,"DXT1",""
1127,1,0x153CCECE,"WAR20_SKYDOME01_DIFF",512,512,0,"DXT1",""
1128,1,0x4A3D3AF7,"Skyline_raw",256,128,0,"DXT1",""
1128,1,0xFAF05441,"Skyline_raw",256,128,0,"DXT1",""
1129,1,0x66277E4F,"SkyTexture_UNC03",1024,256,0,"DXT1",""
1129,1,0x62CC148E,"SkyTexture_UNC03",512,128,0,"DXT1",""
1130,1,0x7CBED421,"STA20_BLASTMARKS01_NORM",256,256,0,"DXT5",""
1130,1,0x11E3B235,"STA20_BLASTMARKS02_NORM",256,256,0,"DXT5",""
